# Wordlist

# DATA
ID	DOCULECT	CLUSTERFORMAT	CLUSTERID	CONCEPT	IPA	METAGLOSS	MORPHEMES	OB_ATTESTED	OLD_BURMESE	ORIGINAL_CONCEPT	ORIGINAL_ENTRY	ORIGINAL_TAXNAME	PCOGSETS	PROSTRING	TOKENS	CONCEPTID	CONCEPT_VARIANTS	FORM_VARIANTS	HOMOPHONES	ID_BACK	CHECK	COGID
#
263	Achang_Lianghe	4	54	the green onion	tshuŋ³¹	green	tsʰ u ŋ ³¹	?	?	green onion	tshuŋ³¹  | 0793.30	Achang (Lianghe) JZ-Achang	4	CVcT	tsh u ŋ ³¹	166				263	-	638
264	Achang_Luxi	5 6	56	the green onion	fu⁵⁵mɔ⁵¹	green	f u ⁵⁵ + m ɔ ⁵¹	?	?	green onion	fu⁵⁵ mɔ⁵¹  | index	Achang (Luxi) JZ-Achang	5 6	CVTCVT	f u ⁵⁵ ◦ m ɔ ⁵¹	166				264	-	662
#
1061	Achang_Lianghe	5 0 6 0 0 0 0 0 0 0 0 0 0 0	204	the hair	u³¹phɛi³¹	the body hair	u ³¹ + pʰ ɛ i ³¹	?	?	hair	u³¹ phɛi³¹  | 96.	Achang (Lianghe) JZ-Achang	5 6	VTCVT	u ³¹ ◦ ph ɛi ³¹	167				1061	-	145
1081	Achang_Longchuan	5 0 0 0 0 0 0 0 0 0 0 0 0 3	204	the hair	u³¹mui³¹	the body hair	u ³¹ + m u i ³¹	?	?	hair n	u³¹ mui³¹  | 0075.28	Achang (Longchuan) TBL	5 3	VTCVT	u ³¹ ◦ m ui ³¹	167				1081	-	145
1062	Achang_Longchuan_C	5 0 0 0 0 0 0 0 0 0 0 0 0 3	204	the hair	u³¹mui³¹	the body hair	u ³¹ + m u i ³¹	?	?	hair	u³¹ mui³¹  | 246	Achang (Longchuan) JZ-Achang	5 3	VTCVT	u ³¹ ◦ m ui ³¹	167				1062	-	145
1063	Achang_Luxi	0 7 0 0 0 0 0 0 0 0 0 0 0 0	204	the hair	tsham³⁵	the body hair	tsʰ a m ³⁵	?	?	hair	tsham³⁵  | 235.7	Achang (Luxi) JZ-Achang	7	CVcT	tsh a m ³⁵	167				1063	-	145
1083	Atsi	5 7 0 0 0 0 0 0 0 0 0 0 0 0	204	the hair	u²¹tsham⁵¹	the body hair	u ²¹ + tsʰ a m ⁵¹	?	?	hair n	u²¹ tsham⁵¹  | 0075.30	Atsi [Zaiwa] TBL	5 7	VTCVcT	u ²¹ ◦ tsh a m ⁵¹	167				1083	-	145
1084	Bola	0 7 0 0 0 0 0 0 0 0 0 0 0 0	204	the hair	tshɛ̃⁵⁵	the body hair	tsʰ ɛ̃ ⁵⁵	?	?	hair n	tshɛ̃⁵⁵  | 0075.32	Bola (Luxi) TBL	7	CVVT	tsh ɛ̃ ∼ ⁵⁵	167				1084	-	145
1064	Hpun_B	0 0 0 0 0 0 0 0 8 0 9 0 0 0	204	the hair	ăʃɛ¹	the body hair	ă + ʃ ɛ ¹	?	?	hair	ăʃɛ¹  | G.114	Hpun (Metjo) GHL-PPB	8 9	VCVT	ă ◦ ʃ ɛ ¹	167			the hair // the head hair	1064	-	145
1086	Lashi	0 7 0 0 0 0 0 0 0 0 0 0 0 0	204	the hair	tsham³³	the body hair	tsʰ a m ³³	?	?	hair n	tsham³³  | 0075.33	Leqi (Luxi) TBL	7	CVcT	tsh a m ³³	167				1086	-	145
1065	Lashi_B	0 7 0 0 0 0 0 0 0 0 0 0 0 0	204	the hair	tsham³³	the body hair	tsʰ a m ³³	?	?	hair	tsham³³  | 8.1	Lashi DQ-Lashi	7	CVcT	tsh a m ³³	167			the hair // the head hair	1065	-	145
1085	Maru	0 7 0 0 0 0 0 0 0 0 0 0 0 0	204	the hair	tshɛ̃³¹	the body hair	tsʰ ɛ̃ ³¹	?	?	hair n	tshɛ̃³¹  | 0075.31	Langsu (Luxi) TBL	7	CVVT	tsh ɛ̃ ∼ ³¹	167				1085	-	145
1066	Maru_C	0 7 0 0 0 0 0 0 0 0 0 0 0 0	204	the hair	tshɛ̃³¹	the body hair	tsʰ ɛ̃ ³¹	?	?	hair	tshɛ̃³¹  | 8.1	Maru [Langsu] DQ-Langsu	7	CVVT	tsh ɛ̃ ∼ ³¹	167			the hair // the head hair	1066	-	145
1082	Xiandao	5 0 0 0 0 0 0 0 0 0 0 0 0 0	204	the hair	u³¹	the body hair	u ³¹	?	?	hair n	u³¹  | 0075.29	Achang (Xiandao) TBL	5	VT	u ³¹	167				1082	-	145
#
1069	Achang_Longchuan	0 0 0 0 0 0 0 0 8 0 0 0 0 3	204	the hair or fur or down	a³¹mui³¹	the body hair	a ³¹ + m u i ³¹	?	?	hair / down n	a³¹ mui³¹  | 0266.28	Achang (Longchuan) TBL	8 3	VTCVT	a ³¹ ◦ m ui ³¹	168			the hair or fur or down // the feather	1069	-	146
1077	Achang_Longchuan_B	0 0 0 0 0 0 0 0 8 0 0 0 0 3	204	the hair or fur or down	a³¹mui³¹	the body hair	a ³¹ + m u i ³¹	?	?	hair / fur	a³¹ mui³¹  | 172.41	Achang (Longchuan) ZMYYC	8 3	VTCVT	a ³¹ ◦ m ui ³¹	168				1077	-	146
1071	Atsi	0 0 0 0 0 0 0 0 0 0 9 0 0 3	204	the hair or fur or down	ʃŏ²¹mau⁵⁵	the body hair	ʃ ŏ ²¹ + m a u ⁵⁵	?	?	hair / down n	ʃŏ²¹ mau⁵⁵  | 0266.30	Atsi [Zaiwa] TBL	9 3	CVTCVT	ʃ ŏ ²¹ ◦ m au ⁵⁵	168			the hair or fur or down // the feather	1071	-	146
1078	Atsi_B	0 0 0 0 0 0 0 0 0 0 9 0 0 3	204	the hair or fur or down	sŏ²¹mau⁵⁵	the body hair	s ŏ ²¹ + m a u ⁵⁵	?	?	hair / fur	sŏ²¹ mau⁵⁵  | 172.42	Atsi [Zaiwa] ZMYYC	9 3	CVTCVT	s ŏ ²¹ ◦ m au ⁵⁵	168				1078	-	146
1072	Bola	0 0 0 0 0 0 0 0 0 0 9 0 0 3	204	the hair or fur or down	ʃă³⁵mau³⁵	the body hair	ʃ ă ³⁵ + m a u ³⁵	?	?	hair / down n	ʃă³⁵ mau³⁵  | 0266.32	Bola (Luxi) TBL	9 3	CVTCVT	ʃ ă ³⁵ ◦ m au ³⁵	168				1072	-	146
1068	Bola_B	0 0 0 0 0 0 0 0 0 0 9 0 0 3	204	the hair or fur or down	ʃă³⁵mau³⁵	the body hair	ʃ ă ³⁵ + m a u ³⁵	?	?	hair (animal)	ʃă³⁵ mau³⁵  | 316	Bola DQ-Bola	9 3	CVTCVT	ʃ ă ³⁵ ◦ m au ³⁵	168				1068	-	146
1079	Burmese_ZMYYC	0 0 0 0 0 0 0 0 8 0 0 0 0 3	204	the hair or fur or down	a mveḥ	the body hair	ɑ ¹ + m w e ³	?	muyḥ	hair / fur	ɑ¹ mwe³  | 172.39	Burmese (Written) ZMYYC	8 3	V_CCVT	a ◦ m v e ḥ	168			the hair or fur or down // the feather	1079	-	146
1075	Hpun	0 0 0 0 0 0 0 0 8 0 0 0 0 3	204	the hair or fur or down	ămyà̃iʼ	the body hair	ă + m y à̃ iʼ	?	?	hair / feathers	ămyà̃iʼ, myàiŋ  | T.26	Hpun (Northern) EJAH-Hpun	8 3	VCCVVc	ă m y à̃i ∼ ʔ	168		ămyà̃iʼ // myàiŋ		1075	-	146
1074	Lashi	0 0 0 0 0 0 0 0 0 0 9 0 0 3	204	the hair or fur or down	ʃŏ⁵⁵mou⁵⁵	the body hair	ʃ ŏ ⁵⁵ + m o u ⁵⁵	?	?	hair / down n	ʃŏ⁵⁵ mou⁵⁵  | 0266.33	Leqi (Luxi) TBL	9 3	CVTCVT	ʃ ŏ ⁵⁵ ◦ m ou ⁵⁵	168				1074	-	146
1073	Maru	0 0 0 0 0 0 0 0 0 0 9 0 0 3	204	the hair or fur or down	ʃɔ̆³⁵muk⁵⁵	the body hair	ʃ ɔ̆ ³⁵ + m u k ⁵⁵	?	?	hair / down n	ʃɔ̆³⁵ muk⁵⁵  | 0266.31	Langsu (Luxi) TBL	9 3	CVTCVcT	ʃ ɔ̆ ³⁵ ◦ m u k ⁵⁵	168			the hair or fur or down // the feather	1073	-	146
1080	Maru_B	0 0 0 0 0 0 0 0 0 0 9 0 0 3	204	the hair or fur or down	ʃɔ̆³⁵muk⁵⁵	the body hair	ʃ ɔ̆ ³⁵ + m u k ⁵⁵	?	?	hair / fur	ʃɔ̆³⁵ muk⁵⁵  | 172.43	Maru [Langsu] ZMYYC	9 3	CVTCVcT	ʃ ɔ̆ ³⁵ ◦ m u k ⁵⁵	168				1080	-	146
1070	Xiandao	0 0 0 0 0 0 0 0 0 0 0 0 0 3	204	the hair or fur or down	mui³¹	the body hair	m u i ³¹	?	?	hair / down n	mui³¹  | 0266.29	Achang (Xiandao) TBL	3	CVT	m ui ³¹	168				1070	-	146
1067	Xiandao_B	0 0 0 0 0 0 0 0 0 0 0 0 0 3	204	the hair or fur or down	mui³¹	the body hair	m u i ³¹	?	?	hair (animal)	mui³¹  | 316	Achang (Xiandao) DQ-Xiandao	3	CVT	m ui ³¹	168			the hair or fur or down // the feather	1067	-	146
#
1569	Achang_Lianghe	0 1 0 0 0 0 0 0 0 0 0	267	the hand	lɑ³¹	the hand	l ɑ ³¹	?	?	hand	lɑ³¹  | 1719.43	Achang (Lianghe) JZ-Achang	1	CVT	l ɑ ³¹	169				1569	-	239
1570	Achang_Longchuan_C	0 1 0 0 0 0 0 0 0 0 0	267	the hand	lɔʔ⁵⁵	the hand	l ɔ ʔ ⁵⁵	?	?	hand	lɔʔ⁵⁵  | 1023	Achang (Longchuan) JZ-Achang	1	CVcT	l ɔ ʔ ⁵⁵	169				1570	-	239
1571	Achang_Luxi	0 1 0 0 0 0 0 0 0 0 0	267	the hand	laʔ³¹	the hand	l a ʔ ³¹	?	?	hand	laʔ³¹  | 1356.19	Achang (Luxi) JZ-Achang	1	CVcT	l a ʔ ³¹	169				1571	-	239
1575	Atsi_C	0 1 0 0 0 0 0 0 0 0 0	267	the hand	loʔ²¹	the hand	l o ʔ ²¹	?	?	hand	loʔ²¹  | U.33	Atsi [Zaiwa] JZ-Zaiwa	1	CVcT	l o ʔ ²¹	169				1575	-	239
1574	Atsi_D	0 1 0 0 0 0 0 0 0 0 0	267	the hand	lɔʔ²	the hand	l ɔ ʔ ²	?	?	hand	lɔʔ²  | U.33	Atsi [Zaiwa] GHL-PPB	1	CVcT	l ɔ ʔ ²	169				1574	-	239
1576	Bola	0 1 0 0 0 0 0 0 0 0 0	267	the hand	laʔ³¹	the hand	l a ʔ ³¹	?	?	hand	laʔ³¹  | 0107.32	Bola (Luxi) TBL	1	CVcT	l a ʔ ³¹	169				1576	-	239
1577	Burmese_ZMYYC	0 1 0 0 0 0 0 0 0 0 0	267	the hand	lak	the hand	l ɑ k	?	lak	hand	lɑk  | 251.39	Burmese (Written) ZMYYC	1	CVc	l a k	169				1577	-	239
1579	Hpun	6 1 0 0 0 0 0 0 0 0 0	267	the hand	ălᴜ̀ʔ	the hand	ă + l ᴜ̀ ʔ	?	?	hand	ălᴜ̀ʔ  | U.33	Hpun (Northern) EJAH-Hpun	6 1	VCVc	ă ◦ l ᴜ̀ ʔ	169				1579	-	239
1578	Hpun_B	6 1 0 0 0 0 0 0 0 0 0	267	the hand	ălᴜʔ⁵	the hand	ă + l ᴜ ʔ ⁵	?	?	hand	ălᴜʔ⁵  | U.33	Hpun (Metjo) GHL-PPB	6 1	VCVcT	ă ◦ l ᴜ ʔ ⁵	169				1578	-	239
1582	Lashi_B	0 1 0 0 0 0 0 0 0 0 0	267	the hand	lɔʔ³¹	the hand	l ɔ ʔ ³¹	?	?	hand	lɔʔ³¹  | 6.1.7	Lashi DQ-Lashi	1	CVcT	l ɔ ʔ ³¹	169				1582	-	239
1581	Lashi_C	0 1 0 0 0 0 0 0 0 0 0	267	the hand	lɔʔ³	the hand	l ɔ ʔ ³	?	?	hand	lɔʔ³  | U.33	Lashi (Lachhe') GHL-PPB	1	CVcT	l ɔ ʔ ³	169				1581	-	239
1580	Maru	0 1 0 0 0 0 0 0 0 0 0	267	the hand	lɔʔ³¹	the hand	l ɔ ʔ ³¹	?	?	hand	lɔʔ³¹  | 0107.31	Langsu (Luxi) TBL	1	CVcT	l ɔ ʔ ³¹	169				1580	-	239
1583	Maru_E	0 1 0 0 0 0 0 0 0 0 0	267	the hand	loʔ²	the hand	l o ʔ ²	?	?	hand	loʔ²  | U.33	Maru [Langsu] GHL-PPB	1	CVcT	l o ʔ ²	169				1583	-	239
1573	Xiandao	0 1 5 0 0 0 0 0 0 0 0	267	the hand	lɔʔ⁵⁵n̥au³¹	the hand	l ɔ ʔ ⁵⁵ + n̥ a u ³¹	?	?	hand	lɔʔ⁵⁵ n̥au³¹  | 0107.29	Achang (Xiandao) TBL	1 5	CVcTCVT	l ɔ ʔ ⁵⁵ ◦ n̥ au ³¹	169				1573	-	239
1572	Xiandao_B	0 1 0 0 0 0 0 0 0 0 0	267	the hand	lɔʔ⁵⁵	the hand	l ɔ ʔ ⁵⁵	?	?	hand	lɔʔ⁵⁵  | 130	Achang (Xiandao) DQ-Xiandao	1	CVcT	l ɔ ʔ ⁵⁵	169				1572	-	239
#
1584	Xiandao_B	0 1 0 7 0 0 0 0 0 0 0	267	the hand web	lɔʔ⁵⁵o³¹	the hand	l ɔ ʔ ⁵⁵ + o ³¹	?	?	hand web	lɔʔ⁵⁵ o³¹  | 132.1	Achang (Xiandao) DQ-Xiandao	1 7	CVcTVT	l ɔ ʔ ⁵⁵ ◦ o ³¹	170				1584	-	240
#
1590	Achang_Lianghe	0 1 0 0 2	268	the head	u³¹nuŋ³¹	the head	u ³¹ + n u ŋ ³¹	?	?	head	u³¹ nuŋ³¹  | 98	Achang (Lianghe) JZ-Achang	1 2	VTCVcT	u ³¹ ◦ n u ŋ ³¹	171				1590	-	244
1601	Achang_Longchuan	3 0 4 0 0	268	the head	ni³¹kuaŋ³¹	the head	n i ³¹ + k u a ŋ ³¹	?	?	head n	ni³¹ kuaŋ³¹  | 0074.28	Achang (Longchuan) TBL	3 4	CVTCVcT	n i ³¹ ◦ k ua ŋ ³¹	171				1601	-	244
1591	Achang_Longchuan_C	3 0 4 0 0	268	the head	nă³¹kuaŋ³¹	the head	n ă ³¹ + k u a ŋ ³¹	?	?	head	nă³¹ kuaŋ³¹  | R.19	Achang (Longchuan) JZ-Achang	3 4	CVTCVcT	n ă ³¹ ◦ k ua ŋ ³¹	171				1591	-	244
1592	Achang_Luxi	0 1 0 0 2	268	the head	u⁵⁵nɔŋ⁵⁵	the head	u ⁵⁵ + n ɔ ŋ ⁵⁵	?	?	head	u⁵⁵ nɔŋ⁵⁵  | 48	Achang (Luxi) JZ-Achang	1 2	VTCVcT	u ⁵⁵ ◦ n ɔ ŋ ⁵⁵	171				1592	-	244
1603	Atsi	0 1 0 5 0	268	the head	u²¹lu̱m²¹	the head	u ²¹ + l u̱ m ²¹	?	?	head n	u²¹ lu̱m²¹  | 0074.30	Atsi [Zaiwa] TBL	1 5	VTCVcT	u ²¹ ◦ l u̱ m ²¹	171				1603	-	244
1594	Atsi_C	0 1 0 5 0	268	the head	u²¹lu̱m²¹	the head	u ²¹ + l u̱ m ²¹	?	?	head	u²¹ lu̱m²¹  | 2.3	Atsi [Zaiwa] JZ-Zaiwa	1 5	VTCVcT	u ²¹ ◦ l u̱ m ²¹	171				1594	-	244
1604	Bola	0 1 0 5 0	268	the head	u̱³⁵lam³¹	the head	u̱ ³⁵ + l a m ³¹	?	?	head n	u̱³⁵ lam³¹  | 0074.32	Bola (Luxi) TBL	1 5	VTCVcT	u̱ ³⁵ ◦ l a m ³¹	171				1604	-	244
1595	Bola_B	0 1 0 5 0	268	the head	u̱³⁵lam³¹	the head	u̱ ³⁵ + l a m ³¹	?	?	head	u̱³⁵ lam³¹  | 96	Bola DQ-Bola	1 5	VTCVcT	u̱ ³⁵ ◦ l a m ³¹	171				1595	-	244
1596	Burmese_ZMYYC	0 0 4 0 0	268	the head	khoṅḥ	the head	kʰ ɔ ŋ ³	?	kho₂ṅḥ	head	khɔŋ³  | 232.39	Burmese (Written) ZMYYC	4	CVcT	kh o ṅ ḥ	171				1596	-	244
1597	Hpun	6 7	269	the head	ăpɔ̀ŋ	the head	ă + p ɔ̀ ŋ	?	?	head	ăpɔ̀ŋ  | Q.49	Hpun (Northern) EJAH-Hpun	6 7	VCVc	ă ◦ p ɔ̀ ŋ	171				1597	-	245
1606	Lashi	0 1 0 5 0	268	the head	wo̱⁵⁵lɔ̱m⁵³	the head	w o̱ ⁵⁵ + l ɔ̱ m ⁵³	?	?	head n	wo̱⁵⁵ lɔ̱m⁵³  | 0074.33	Leqi (Luxi) TBL	1 5	CVTCVcT	w o̱ ⁵⁵ ◦ l ɔ̱ m ⁵³	171				1606	-	244
1598	Lashi_B	0 1 0 5 0	268	the head	wo̱⁵⁵lɔ̱m⁵³	the head	w o̱ ⁵⁵ + l ɔ̱ m ⁵³	?	?	head	wo̱⁵⁵ lɔ̱m⁵³  | 2.1	Lashi DQ-Lashi	1 5	CVTCVcT	w o̱ ⁵⁵ ◦ l ɔ̱ m ⁵³	171				1598	-	244
1605	Maru	0 1 0 5 0	268	the head	au³⁵lam³⁵	the head	a u ³⁵ + l a m ³⁵	?	?	head n	au³⁵ lam³⁵  | 0074.31	Langsu (Luxi) TBL	1 5	VTCVcT	au ³⁵ ◦ l a m ³⁵	171				1605	-	244
1600	Maru_B	0 1 0 5 0	268	the head	a̱u³³lam³⁵	the head	a̱ u ³³ + l a m ³⁵	?	?	head	a̱u³³ lam³⁵  | 232.43	Maru [Langsu] ZMYYC	1 5	VTCVcT	a̱u ³³ ◦ l a m ³⁵	171				1600	-	244
1599	Maru_C	0 1 0 5 0	268	the head	au³⁵lam³⁵	the head	a u ³⁵ + l a m ³⁵	?	?	head	au³⁵ lam³⁵  | 2.1	Maru [Langsu] DQ-Langsu	1 5	VTCVcT	au ³⁵ ◦ l a m ³⁵	171				1599	-	244
1602	Xiandao	0 1 4 0 0	268	the head	u³¹kɔŋ³¹	the head	u ³¹ + k ɔ ŋ ³¹	?	?	head n	u³¹ kɔŋ³¹  | 0074.29	Achang (Xiandao) TBL	1 4	VTCVcT	u ³¹ ◦ k ɔ ŋ ³¹	171				1602	-	244
1593	Xiandao_B	0 1 4 0 0	268	the head	u³¹kɔŋ³¹	the head	u ³¹ + k ɔ ŋ ³¹	?	?	head	u³¹ kɔŋ³¹  | 96	Achang (Xiandao) DQ-Xiandao	1 4	VTCVcT	u ³¹ ◦ k ɔ ŋ ³¹	171				1593	-	244
#
1557	Achang_Longchuan_B	2 0 3 0 0	264	the head hair	u³¹mui³¹	the hair	u ³¹ + m u i ³¹	?	?	hair of head	u³¹ mui³¹  | 234.41	Achang (Longchuan) ZMYYC	2 3	VTCVT	u ³¹ ◦ m ui ³¹	172				1557	-	235
1559	Atsi_B	2 0 0 1 0	264	the head hair	u²¹tsham⁵¹	the hair	u ²¹ + tsʰ a m ⁵¹	?	?	hair of head	u²¹ tsham⁵¹  | 234.42	Atsi [Zaiwa] ZMYYC	2 1	VTCVcT	u ²¹ ◦ tsh a m ⁵¹	172				1559	-	235
1549	Atsi_C	2 0 0 1 0	264	the head hair	u²¹tsham⁵¹	the hair	u ²¹ + tsʰ a m ⁵¹	?	?	hair (head)	u²¹ tsham⁵¹  | 2.3	Atsi [Zaiwa] JZ-Zaiwa	2 1	VTCVcT	u ²¹ ◦ tsh a m ⁵¹	172				1549	-	235
1558	Atsi_D	0 0 0 1 0	264	the head hair	tsʻɑm²	the hair	ts ʻ ɑ m ²	?	?	hair of head	tsʻɑm²  | S.34	Atsi [Zaiwa] GHL-PPB	1	CVcT	tsʰ ɑ m ²	172				1558	-	235
1550	Bola_B	0 0 0 1 0	264	the head hair	tsʰɛ̃⁵⁵	the hair	tsʰ ɛ̃ ⁵⁵	?	?	hair (head)	tsʰɛ̃⁵⁵  | 97	Bola DQ-Bola	1	CVVT	tsʰ ɛ̃ ∼ ⁵⁵	172				1550	-	235
1560	Burmese_ZMYYC	0 0 0 1 5	264	the head hair	chaṁ paṅ	the hair	c h ɑ ṁ ² + p ɑ ŋ ²	?	chaṁ paṅ	hair of head	hsɑṁ² pɑŋ²  | 234.39	Burmese (Written) ZMYYC	1 5	CVc_CVc	ch a ṁ ◦ p a ṅ	172				1560	-	235
1562	Hpun	6 7	265	the head hair	ăshɛ́	the hair	ă + sʰ ɛ́	?	?	hair of head	ăshɛ́, ăʃɛ́  | O.4	Hpun (Northern) EJAH-Hpun	6 7	VCV	ă ◦ sh ɛ́	172		ăshɛ́ // ăʃɛ́		1562	-	236
1561	Hpun_B	6 7	265	the head hair	ăʃɛ¹	the hair	ă + ʃ ɛ ¹	?	?	hair of head	ăʃɛ¹  | S.34	Hpun (Metjo) GHL-PPB	6 7	VCVT	ă ◦ ʃ ɛ ¹	172			the hair // the head hair	1561	-	236
1565	Lashi_B	0 0 0 1 0	264	the head hair	tsham³³	the hair	tsʰ a m ³³	?	?	hair of head	tsham³³  | 8.1.1	Lashi DQ-Lashi	1	CVcT	tsh a m ³³	172			the hair // the head hair	1565	-	235
1564	Lashi_C	0 0 0 1 0	264	the head hair	tsʻɑm⁴	the hair	ts ʻ ɑ m ⁴	?	?	hair of head	tsʻɑm⁴  | S.34	Lashi (Lachhe') GHL-PPB	1	CVcT	tsʰ ɑ m ⁴	172				1564	-	235
1566	Maru_C	0 0 0 1 0	264	the head hair	tshɛ̃³¹	the hair	tsʰ ɛ̃ ³¹	?	?	hair of head	tshɛ̃³¹  | 2.7	Maru [Langsu] DQ-Langsu	1	CVVT	tsh ɛ̃ ∼ ³¹	172			the hair // the head hair	1566	-	235
1548	Xiandao_B	2 0 0 0 0	264	the head hair	u³¹	the hair	u ³¹	?	?	hair (head)	u³¹  | 97	Achang (Xiandao) DQ-Xiandao	2	VT	u ³¹	172			the egg // the head hair	1548	-	235
#
1607	Achang_Lianghe	0 1 2	270	the heart	n̥u⁵⁵luŋ⁵⁵	the heart	n̥ u ⁵⁵ + l u ŋ ⁵⁵	?	?	heart	n̥u⁵⁵ luŋ⁵⁵  | 3.10.8	Achang (Lianghe) JZ-Achang	1 2	CVTCVcT	n̥ u ⁵⁵ ◦ l u ŋ ⁵⁵	173				1607	-	247
1621	Achang_Longchuan	0 1 2	270	the heart	ȵ̥a⁵⁵lum³¹	the heart	ȵ̥ a ⁵⁵ + l u m ³¹	?	?	heart n	ȵ̥a⁵⁵ lum³¹  | 0144.28	Achang (Longchuan) TBL	1 2	CVTCVcT	ȵ̥ a ⁵⁵ ◦ l u m ³¹	173				1621	-	247
1608	Achang_Longchuan_C	0 1 2	270	the heart	ȵ̥a⁵⁵lum³¹	the heart	ȵ̥ a ⁵⁵ + l u m ³¹	?	?	heart	ȵ̥a⁵⁵ lum³¹  | 243.10	Achang (Longchuan) JZ-Achang	1 2	CVTCVcT	ȵ̥ a ⁵⁵ ◦ l u m ³¹	173				1608	-	247
1609	Achang_Luxi	0 1 2	270	the heart	nɯk⁵⁵lɔm³⁵	the heart	n ɯ k ⁵⁵ + l ɔ m ³⁵	?	?	heart	nɯk⁵⁵ lɔm³⁵  | 0970.24	Achang (Luxi) JZ-Achang	1 2	CVcTCVcT	n ɯ k ⁵⁵ ◦ l ɔ m ³⁵	173				1609	-	247
1623	Atsi	0 1 2	270	the heart	ni̱k⁵⁵lu̱m²¹	the heart	n i̱ k ⁵⁵ + l u̱ m ²¹	?	?	heart n	ni̱k⁵⁵ lu̱m²¹  | 0144.30	Atsi [Zaiwa] TBL	1 2	CVcTCVcT	n i̱ k ⁵⁵ ◦ l u̱ m ²¹	173				1623	-	247
1612	Atsi_C	0 1 2	270	the heart	ni̱k⁵⁵lu̱m²¹	the heart	n i̱ k ⁵⁵ + l u̱ m ²¹	?	?	heart	ni̱k⁵⁵ lu̱m²¹  | 1621.30	Atsi [Zaiwa] JZ-Zaiwa	1 2	CVcTCVcT	n i̱ k ⁵⁵ ◦ l u̱ m ²¹	173				1612	-	247
1611	Atsi_D	0 1 0	270	the heart	neʔ²	the heart	n e ʔ ²	?	?	heart	neʔ²  | U.24	Atsi [Zaiwa] GHL-PPB	1	CVcT	n e ʔ ²	173				1611	-	247
1624	Bola	0 1 2	270	the heart	na̱k⁵⁵lam³¹	the heart	n a̱ k ⁵⁵ + l a m ³¹	?	?	heart n	na̱k⁵⁵ lam³¹  | 0144.32	Bola (Luxi) TBL	1 2	CVcTCVcT	n a̱ k ⁵⁵ ◦ l a m ³¹	173				1624	-	247
1613	Bola_B	0 1 2	270	the heart	na̱k⁵⁵lam³¹	the heart	n a̱ k ⁵⁵ + l a m ³¹	?	?	heart	na̱k⁵⁵ lam³¹  | 172	Bola DQ-Bola	1 2	CVcTCVcT	n a̱ k ⁵⁵ ◦ l a m ³¹	173				1613	-	247
1614	Burmese_ZMYYC	0 1 2	270	the heart	nha luṁ	the heart	h n ɑ ¹ + l u ṁ ³	?	?	heart	hnɑ¹ luṁ³  | 272.39	Burmese (Written) ZMYYC	1 2	CV_CVc	nh a ◦ l u ṁ	173				1614	-	247
1616	Hpun	3 0 2	270	the heart	lɛ̀ʔlàŋ	the heart	l ɛ̀ + ʔ l à ŋ	?	?	heart	lɛ̀ʔlàŋ  | 179(a)	Hpun (Northern) EJAH-Hpun	3 2	CVCCVc	l ɛ̀ ◦ ʔ l à ŋ	173				1616	-	247
1615	Hpun_B	3 0 2	270	the heart	lɛʔ⁵lɑŋ⁴	the heart	l ɛ ʔ ⁵ + l ɑ ŋ ⁴	?	?	heart	lɛʔ⁵ lɑŋ⁴  | U.24	Hpun (Metjo) GHL-PPB	3 2	CVcTCVcT	l ɛ ʔ ⁵ ◦ l ɑ ŋ ⁴	173				1615	-	247
1626	Lashi	0 1 2	270	the heart	nə̱k⁵⁵lɔm³³	the heart	n ə̱ k ⁵⁵ + l ɔ m ³³	?	?	heart n	nə̱k⁵⁵ lɔm³³  | 0144.33	Leqi (Luxi) TBL	1 2	CVcTCVcT	n ə̱ k ⁵⁵ ◦ l ɔ m ³³	173				1626	-	247
1618	Lashi_B	0 1 2	270	the heart	nə̱k⁵⁵lɔm³³	the heart	n ə̱ k ⁵⁵ + l ɔ m ³³	?	?	heart	nə̱k⁵⁵ lɔm³³  | 9.3	Lashi DQ-Lashi	1 2	CVcTCVcT	n ə̱ k ⁵⁵ ◦ l ɔ m ³³	173				1618	-	247
1617	Lashi_C	0 1 0	270	the heart	nək³	the heart	n ə k ³	?	?	heart	nək³  | U.24	Lashi (Lachhe') GHL-PPB	1	CVcT	n ə k ³	173				1617	-	247
1625	Maru	0 1 2	270	the heart	na̱k⁵⁵lam³⁵	the heart	n a̱ k ⁵⁵ + l a m ³⁵	?	?	heart n	na̱k⁵⁵ lam³⁵  | 0144.31	Langsu (Luxi) TBL	1 2	CVcTCVcT	n a̱ k ⁵⁵ ◦ l a m ³⁵	173				1625	-	247
1619	Maru_C	0 1 2	270	the heart	na̱k⁵⁵lam³⁵	the heart	n a̱ k ⁵⁵ + l a m ³⁵	?	?	heart	na̱k⁵⁵ lam³⁵  | 9.3	Maru [Langsu] DQ-Langsu	1 2	CVcTCVcT	n a̱ k ⁵⁵ ◦ l a m ³⁵	173				1619	-	247
1620	Maru_E	0 1 0	270	the heart	nɑʔ²	the heart	n ɑ ʔ ²	?	?	heart	nɑʔ²  | U.24	Maru [Langsu] GHL-PPB	1	CVcT	n ɑ ʔ ²	173				1620	-	247
