# EDICTOR
@modified: 2016-02-15 15:48
#
ID	ORIGINAL_TAXNAME	TOKENS	DOCULECT	CONCEPT	POS	STEDT_SRCID	COGID	STEDT_RN	STEDT_REFLEX	CONCEPT_ID	NOTE	SOURCE	STEDT_CONCEPT	IPA	ORIGINAL_ENTRY	ORIGINAL_CONCEPT
1861	Langsu (Luxi) TBL	tʃh ɛ̆ ³¹ ◦ m ɛ ³¹	Maru	here	other	0944.31	1179	393600	tʃhɛ̆³¹ mɛ³¹	0944	bad concept	TBL	here	tʃhɛ̆³¹mɛ³¹	tʃhɛ̆³¹ mɛ³¹  | 0944.31	here dem
1863	Achang (Xiandao) TBL	x a i ⁵⁵ ◦ th ɔ ʔ ⁵⁵	Xiandao	here	other	0944.29	705	393598	xai⁵⁵ thɔʔ⁵⁵	0944	bad concept	TBL	here	xai⁵⁵thɔʔ⁵⁵	xai⁵⁵ thɔʔ⁵⁵  | 0944.29	here dem
1870	Burmese (Written) ZMYYC	s a ññ ◦ t o₁ ṅ	Old_Burmese	here	other	?	718	?		?	bad concept	HILL/ZMYYC	here	saññ to₁ṅ	saññ to₁ṅ | ?	here
5491		i ²² ◦ t w ĩ ∼ ²²	Rangoon	here	other	0944.27	1178	393596	i²² twĩ²²	0944	bad concept	TBL	here	i²²◦twĩ²²		
5929		î ² ◦ t w ɑ ŋ ²	Written_Burmese	here	other	0944.26	1178	393595	î²twɑŋ²	0944	bad concept	TBL	here	î²twɑŋ²		
#
1889	Achang (Longchuan) TBL	s a u ⁵⁵	Achang_Longchuan	to hide (conceal)	verb	1169.28	751	404630	sau⁵⁵	1169	bad concept	TBL	hide (sthg.)	sau⁵⁵	sau⁵⁵  | 1169.28	hide (sthg.)
1890	Atsi [Zaiwa] TBL	x a ʔ ⁵⁵	Atsi	to hide (conceal)	verb	1169.30	749	404632	xaʔ⁵⁵	1169	bad concept	TBL	hide (sthg.)	xaʔ⁵⁵	xaʔ⁵⁵  | 1169.30	hide (sthg.)
1891	Bola (Luxi) TBL	ŋ j a̱ m ³⁵	Bola	to hide (conceal)	verb	1169.32	755	404634	ŋja̱m³⁵	1169	bad concept	TBL	hide (sthg.)	ŋja̱m³⁵	ŋja̱m³⁵  | 1169.32	hide (sthg.)
1892	Leqi (Luxi) TBL	ŋ j u̱ː m ⁵⁵	Lashi	to hide (conceal)	verb	1169.33	755	404635	ŋju̱ːm⁵⁵	1169	bad concept	TBL	hide (sthg.)	ŋju̱ːm⁵⁵	ŋju̱ːm⁵⁵  | 1169.33	hide (sthg.)
1893	Langsu (Luxi) TBL	ŋ j a̱ m ³⁵	Maru	to hide (conceal)	verb	1169.31	755	404633	ŋja̱m³⁵	1169	bad concept	TBL	hide (sthg.)	ŋja̱m³⁵	ŋja̱m³⁵  | 1169.31	hide (sthg.)
1894	Achang (Xiandao) TBL	s a u ⁵⁵	Xiandao	to hide (conceal)	verb	1169.29	751	404631	sau⁵⁵	1169	bad concept	TBL	hide (sthg.)	sau⁵⁵	sau⁵⁵  | 1169.29	hide (sthg.)
5593		pʰ w ɛ ʔ ⁴	Rangoon	to hide (conceal)	verb	1169.27	1180	404629	phwɛʔ⁴	1169	bad concept	TBL	hide (sthg.)	pʰwɛʔ⁴		
6029		hw ɑ k ⁴	Written_Burmese	to hide (conceal)	verb	1169.26	749	404628	hwɑk⁴	1169	bad concept	TBL	hide (sthg.)	hwɑk⁴		
#
1918	Achang (Longchuan) TBL	m̥ ʐ ə ʔ ⁵⁵	Achang_Longchuan	to hold	verb	1709.28	770	429329	m̥ʐəʔ⁵⁵	1709	bad concept	TBL	hold (a pen)	m̥ʐəʔ⁵⁵	m̥ʐəʔ⁵⁵  | 1709.28	hold (a pen) v.
1921	Atsi [Zaiwa] TBL	ts u i ²¹	Atsi	to hold	verb	1709.30	775	429331	tsui²¹	1709	bad concept	TBL	hold (a pen)	tsui²¹	tsui²¹  | 1709.30	hold (a pen) v.
1923	Bola (Luxi) TBL	ts a̱ p ⁵⁵	Bola	to hold	verb	1709.32	775	429333	tsa̱p⁵⁵	1709	bad concept	TBL	hold (a pen)	tsa̱p⁵⁵	tsa̱p⁵⁵  | 1709.32	hold (a pen) v.
1924	Burmese (Written) ZMYYC	k o ṅ	Burmese	to hold	verb	551.39	783	?		551	bad concept	HILL/ZMYYC	grip / hold	koṅ	koŋ²  | 551.39	grip / hold
1926	Langsu (Luxi) TBL	ts ɔ i ³⁵	Maru	to hold	verb	1709.31	775	429332	tsɔi³⁵	1709	bad concept	TBL	hold (a pen)	tsɔi³⁵	tsɔi³⁵  | 1709.31	hold (a pen) v.
1928	Achang (Xiandao) TBL	tʂh o p ⁵⁵	Xiandao	to hold	verb	1709.29	775	429330	tʂhop⁵⁵	1709	bad concept	TBL	hold (a pen)	tʂhop⁵⁵	tʂhop⁵⁵  | 1709.29	hold (a pen) v.
1934	Burmese (Written) ZMYYC	k o₂ ṅ	Old_Burmese	to hold	verb	?	1182	?		?	bad concept	HILL/ZMYYC	grip / hold	ko₂ṅ	ko₂ṅ | ?	grip / hold
5294		k ɑ̃ i ∼ ²²	Rangoon	to hold	verb	1709.27	1182	429328	kɑ̃i²²	1709	bad concept	TBL	hold (a pen)	kɑ̃i²²		
5736		k o ŋ ²	Written_Burmese	to hold	verb	1709.26	1182	429327	koŋ²	1709	bad concept	TBL	hold (a pen)	koŋ²		
#
1986	Bola (Luxi) TBL	kh j u ⁵⁵	Bola	the horn (keratinized skin)	noun	0263.32	1183	358739	khju⁵⁵	0263		TBL	horn	khju⁵⁵	khju⁵⁵  | 0263.32	horn
1990	Langsu (Luxi) TBL	kh j u k ³¹	Maru	the horn (keratinized skin)	noun	0263.31	1183	358738	khjuk³¹	0263		TBL	horn	khjuk³¹	khjuk³¹  | 0263.31	horn
5581		ʨʰ o ²²	Rangoon	the horn (keratinized skin)	noun	0263.27	1183	358734	tɕho²²	0263		TBL	horn	ʨʰo²²		
5582		ʥ o ²²	Rangoon	the horn (keratinized skin)	noun	0263.27	1183	358759	dʑo²²	0263		TBL	horn	ʥo²²		
6018		kʰ j o ²	Written_Burmese	the horn (keratinized skin)	noun	0263.26	1183	358733	khjo²	0263		TBL	horn	kʰjo²		
#
1996	Achang (Longchuan) TBL	m̥ ʐ a ŋ ³¹	Achang_Longchuan	the horse	noun	0268.28	249	359005	m̥ʐaŋ³¹	0268		TBL	horse	m̥ʐaŋ³¹	m̥ʐaŋ³¹  | 0268.28 | cf. 0761.28	horse
1998	Atsi [Zaiwa] TBL	m j a ŋ ²¹	Atsi	the horse	noun	0268.30	249	359007	mjaŋ²¹	0268		TBL	horse	mjaŋ²¹	mjaŋ²¹  | 0268.30  | cf. 0761.30	horse
1999	Bola (Luxi) TBL	m j ɔ̃ ∼ ³¹	Bola	the horse	noun	0268.32	249	359009	mjɔ̃³¹	0268		TBL	horse	mjɔ̃³¹	mjɔ̃³¹  | 0268.32 | cf. 0761.32	horse
2002	Leqi (Luxi) TBL	m j a ŋ ³³	Lashi	the horse	noun	0268.33	249	359010	mjaŋ³³	0268		TBL	horse	mjaŋ³³	mjaŋ³³  | 0268.33 | 0761.33	horse
2003	Langsu (Luxi) TBL	m j ɔ̃ ∼ ³⁵	Maru	the horse	noun	0268.31	249	359008	mjɔ̃³⁵	0268		TBL	horse	mjɔ̃³⁵	mjɔ̃³⁵  | 0268.31 | cf. 0761.31	horse
2005	Burmese (Written) ZMYYC	m r a ṅ ḥ	Old_Burmese	the horse	noun	?	249	?		?		HILL/ZMYYC	horse	mraṅḥ	mraṅḥ | ?	horse
5466		m j ĩ ⁵⁵	Rangoon	the horse	noun	0268.27	249	359004	mjĩ⁵⁵	0268		TBL	horse	mjĩ⁵⁵		
5905		m r ɑ ŋ ³	Written_Burmese	the horse	noun	0268.26	249	359003	mrɑŋ³	0268		TBL	horse	mrɑŋ³		
#
2010	Achang (Longchuan) TBL	i n ⁵⁵	Achang_Longchuan	the house	noun	0494.28	251	370347	in⁵⁵	0494		TBL	house	in⁵⁵	in⁵⁵  | 0494.28	house n
2012	Atsi [Zaiwa] TBL	j u̱ m ⁵¹	Atsi	the house	noun	0494.30	251	370349	ju̱m⁵¹	0494		TBL	house	ju̱m⁵¹	ju̱m⁵¹  | 0494.30	house n
2013	Bola (Luxi) TBL	j a̱ m ⁵⁵	Bola	the house	noun	0494.32	251	370351	ja̱m⁵⁵	0494		TBL	house	ja̱m⁵⁵	ja̱m⁵⁵  | 0494.32	house n
2016	Leqi (Luxi) TBL	j ɔ̱ m ³³	Lashi	the house	noun	0494.33	251	370352	jɔ̱m³³	0494		TBL	house	jɔ̱m³³	jɔ̱m³³  | 0494.33	house n
2017	Langsu (Luxi) TBL	j a̱ m ³¹	Maru	the house	noun	0494.31	251	370350	ja̱m³¹	0494		TBL	house	ja̱m³¹	ja̱m³¹  | 0494.31	house n
2018	Achang (Xiandao) TBL	i n ⁵⁵	Xiandao	the house	noun	0494.29	251	370348	in⁵⁵	0494		TBL	house	in⁵⁵	in⁵⁵  | 0494.29	house n
2019	Burmese (Written) ZMYYC	i m	Old_Burmese	the house	noun	?	251	?		?		HILL/ZMYYC	house n	im	im | ?	house n
5662		ẽ ²²	Rangoon	the house	noun	0494.27	251	370346	ẽ²²	0494		TBL	house	ẽ²²		
6097		i m ²	Written_Burmese	the house	noun	0494.26	251	370345	im²	0494		TBL	house	im²		
#
2048	Achang (Longchuan) TBL	p a k ³⁵	Achang_Longchuan	hundred	other	0824.28	774	387423	pak³⁵	0824		TBL	hundred	pak³⁵	pak³⁵  | 0824.28	hundred
2050	Atsi [Zaiwa] TBL	ʃ o ⁵¹	Atsi	hundred	other	0824.30	1185	387425	ʃo⁵¹	0824		TBL	hundred	ʃo⁵¹	ʃo⁵¹  | 0824.30	hundred
2052	Bola (Luxi) TBL	j a ⁵⁵	Bola	hundred	other	0824.32	1185	387427	ja⁵⁵	0824		TBL	hundred	ja⁵⁵	ja⁵⁵  | 0824.32	hundred
2053	Burmese (Written) ZMYYC	r ā	Burmese	hundred	other	939.39	757	?		939		HILL/ZMYYC	hundred	rā	rɑ²  | 939.39	hundred
2054	Hpun (Northern) EJAH-Hpun	y á h	Hpun	hundred	other	65	757	?		65		EJAH-Hpun	hundred	yáh	yáh, yáʔ  | 65	hundred
2056	Leqi (Luxi) TBL	ʃ o̱ ³³	Lashi	hundred	other	0824.33	1185	387428	(ta³¹) ʃo̱³³	0824		TBL	hundred	ʃo̱³³	(ta³¹ ) ʃo̱³³  | 0824.33	hundred
2058	Langsu (Luxi) TBL	j ɔ ³¹	Maru	hundred	other	0824.31	1185	387426	jɔ³¹	0824		TBL	hundred	jɔ³¹	jɔ³¹  | 0824.31	hundred
2059	Achang (Xiandao) TBL	p a k ³⁵	Xiandao	hundred	other	0824.29	774	387424	(tă³¹) pak³⁵	0824		TBL	hundred	pak³⁵	(tă³¹ ) pak³⁵  | 0824.29	hundred
2060	Burmese (Written) ZMYYC	r y ā	Old_Burmese	hundred	other	1	1185	?		1		HILL/ZMYYC	hundred	ryā	ryā | 1	hundred
5284		t i ʔ ⁴ ◦ j ɑ ²²	Rangoon	hundred	other	0824.27	1185	387422	(tiʔ⁴) jɑ²²	0824		TBL	hundred	(tiʔ⁴)◦jɑ²²		
5726		t ɑ s ⁴ ◦ r ɑɑ ²	Written_Burmese	hundred	other	0824.26	1185	387421	(tɑs⁴) rɑɑ²	0824		TBL	hundred	(tɑs⁴)◦rɑɑ²		
#
2063	Achang (Longchuan) TBL	tɕh e t ⁵⁵ ◦ t a u ʔ ⁵⁵	Achang_Longchuan	to hunt	verb	1230.28	792	407366	tɕhet⁵⁵tauʔ⁵⁵	1230		TBL	hunt	tɕhet⁵⁵tauʔ⁵⁵	tɕhet⁵⁵ tauʔ⁵⁵  | 1230.28	hunt
2065	Atsi [Zaiwa] TBL	ʃ ŏ ²¹ ◦ p i k ²¹	Atsi	to hunt	verb	1230.30	791	407368	ʃŏ²¹pik²¹	1230		TBL	hunt	ʃŏ²¹pik²¹	ʃŏ²¹ pik²¹  | 1230.30	hunt
2066	Bola (Luxi) TBL	ʃ ă ³⁵ ◦ p a k ³¹	Bola	to hunt	verb	1230.32	791	407370	ʃă³⁵pak³¹	1230		TBL	hunt	ʃă³⁵pak³¹	ʃă³⁵ pak³¹  | 1230.32	hunt
2068	Leqi (Luxi) TBL	ʃ o ⁵⁵ ◦ p əː ³¹	Lashi	to hunt	verb	1230.33	791	407371	ʃo⁵⁵pəː³¹	1230		TBL	hunt	ʃo⁵⁵pəː³¹	ʃo⁵⁵ pəː³¹  | 1230.33	hunt
2069	Langsu (Luxi) TBL	ʃ ɔ̆ ³⁵ ◦ p a k ³¹	Maru	to hunt	verb	1230.31	791	407369	ʃɔ̆³⁵pak³¹	1230		TBL	hunt	ʃɔ̆³⁵pak³¹	ʃɔ̆³⁵ pak³¹  | 1230.31	hunt
2071	Achang (Xiandao) TBL	ʂ ɔ ³¹ ◦ p ɤ k ⁵⁵	Xiandao	to hunt	verb	1230.29	791	407367	ʂɔ³¹pɤk⁵⁵	1230		TBL	hunt	ʂɔ³¹pɤk⁵⁵	ʂɔ³¹ pɤk⁵⁵  | 1230.29	hunt
5470		ɑ ⁵³ ◦ m ɛ ⁵⁵ ◦ l ɑ i ʔ ⁴	Rangoon	to hunt	verb	1230.27	793	407365	ɑ⁵³mɛ⁵⁵lɑiʔ⁴	1230		TBL	hunt	ɑ⁵³mɛ⁵⁵lɑiʔ⁴		
5909		ɑ ¹ ◦ m ɑ i ³ ◦ l o k ⁴	Written_Burmese	to hunt	verb	1230.26	793	407364	ɑ¹mɑi³lok⁴	1230		TBL	hunt	ɑ¹mɑi³lok⁴		
#
2075	Achang (Longchuan) TBL	ȵ i ³¹ ◦ ŋ a u ⁵⁵	Achang_Longchuan	the husband	noun	0247.28	1187	357855	ȵi³¹ŋau⁵⁵	0247		TBL	husband	ȵi³¹ŋau⁵⁵	ȵi³¹ ŋau⁵⁵  | 0247.28	husband
2077	Atsi [Zaiwa] TBL	l a ŋ ⁵¹	Atsi	the husband	noun	0247.30	254	357857	laŋ⁵¹	0247		TBL	husband	laŋ⁵¹	laŋ⁵¹  | 0247.30	husband
2078	Bola (Luxi) TBL	j ɔ̃ ∼ ³¹ ◦ l ɔ̃ ∼ ⁵⁵	Bola	the husband	noun	0247.32	254	357859	jɔ̃³¹lɔ̃⁵⁵	0247		TBL	husband	jɔ̃³¹lɔ̃⁵⁵	jɔ̃³¹ lɔ̃⁵⁵  | 0247.32	husband
2081	Leqi (Luxi) TBL	l a ŋ ³¹	Lashi	the husband	noun	0247.33	254	357860	laŋ³¹	0247		TBL	husband	laŋ³¹	laŋ³¹  | 0247.33	husband
2082	Langsu (Luxi) TBL	l ɔ̃ ∼ ³¹	Maru	the husband	noun	0247.31	254	357858	lɔ̃³¹	0247		TBL	husband	lɔ̃³¹	lɔ̃³¹  | 0247.31	husband
2083	Achang (Xiandao) TBL	l a ʔ ³¹ ◦ ŋ a u ⁵⁵	Xiandao	the husband	noun	0247.29	1187	357856	laʔ³¹ŋau⁵⁵	0247		TBL	husband	laʔ³¹ŋau⁵⁵	laʔ³¹ ŋau⁵⁵  | 0247.29	husband
2084	Burmese (Written) ZMYYC	l a ṅ	Old_Burmese	the husband	noun	?	254	?		?		HILL/ZMYYC	husband	laṅ	laṅ | ?	husband
5401		l ĩ ²²	Rangoon	the husband	noun	0247.27	254	357854	lĩ²²	0247		TBL	husband	lĩ²²		
5841		l ɑ ŋ ²	Written_Burmese	the husband	noun	0247.26	254	357853	lɑŋ²	0247		TBL	husband	lɑŋ²		
#
2089	Achang (Longchuan) TBL	k ə t ³⁵	Achang_Longchuan	the ice	noun	0017.28	259	345843	kət³⁵	0017		TBL	ice	kət³⁵	kət³⁵  | 0017.28	ice n
2092	Atsi [Zaiwa] TBL	ŋ a̱ n ⁵¹ ◦ th u ŋ ²¹	Atsi	the ice	noun	0017.30	255	345845	ŋa̱n⁵¹thuŋ²¹	0017		TBL	ice	ŋa̱n⁵¹thuŋ²¹	ŋa̱n⁵¹ thuŋ²¹  | 0017.30	ice n
2094	Bola (Luxi) TBL	ŋ ɛ̱̃ ∼ ⁵⁵	Bola	the ice	noun	0017.32	255	345847	ŋɛ̱̃⁵⁵	0017		TBL	ice	ŋɛ̱̃⁵⁵	ŋɛ̱̃⁵⁵  | 0017.32	ice n
2096	Leqi (Luxi) TBL	ŋ a̱ n ³³	Lashi	the ice	noun	0017.33	255	345848	ŋa̱n³³	0017		TBL	ice	ŋa̱n³³	ŋa̱n³³  | 0017.33	ice n
2097	Burmese (Written) ZMYYC	r i y ◦ kh ai	Old_Burmese	the ice	noun	?	259	?		?		HILL/ZMYYC	ice	riy khai	riy khai | ?	ice
5254		j e ²² ◦ kʰ ɛ ⁵⁵	Rangoon	the ice	noun	0017.27	259	345842	je²²khɛ⁵⁵	0017		TBL	ice	je²²kʰɛ⁵⁵		
5696		r e ² ◦ kʰ ɑ i ³	Written_Burmese	the ice	noun	0017.26	259	345841	re²khɑi³	0017		TBL	ice	re²kʰɑi³		
#
2119	Achang (Longchuan) TBL	p a u ³¹	Achang_Longchuan	the worm	noun	0353.28	261	363075	pau³¹	0353		TBL	insect / worm	pau³¹	pau³¹  | 0353.28	insect / worm
2121	Atsi [Zaiwa] TBL	p a u ²¹	Atsi	the worm	noun	0353.30	261	363077	pau²¹	0353		TBL	insect / worm	pau²¹	pau²¹  | 0353.30	insect / worm
2122	Bola (Luxi) TBL	p a u ³¹	Bola	the worm	noun	0353.32	261	363079	pau³¹	0353		TBL	insect / worm	pau³¹	pau³¹  | 0353.32	insect / worm
2125	Leqi (Luxi) TBL	p o u ³³	Lashi	the worm	noun	0353.33	261	363080	pou³³	0353		TBL	insect / worm	pou³³	pou³³  | 0353.33	insect / worm
2126	Langsu (Luxi) TBL	p u k ⁵⁵	Maru	the worm	noun	0353.31	261	363078	puk⁵⁵	0353		TBL	insect / worm	puk⁵⁵	puk⁵⁵  | 0353.31	insect / worm
2127	Achang (Xiandao) TBL	p a u ³¹	Xiandao	the worm	noun	0353.29	261	363076	pau³¹	0353		TBL	insect / worm	pau³¹	pau³¹  | 0353.29	insect / worm
2129	Burmese (Written) ZMYYC	p ui w ḥ	Old_Burmese	the worm	noun	1	261	?		1		HILL/ZMYYC	insect / worm	puiwḥ	puiwḥ | 1	insect / worm
5252		p o ⁵⁵	Rangoon	the worm	noun	0353.27	261	363074	po⁵⁵	0353		TBL	insect / worm	po⁵⁵		
5694		p o ³	Written_Burmese	the worm	noun	0353.26	261	363073	po³	0353		TBL	insect / worm	po³		
#
2184	Achang (Longchuan) TBL	s a t ⁵⁵	Achang_Longchuan	to kill	verb	1602.28	798	424240	sat⁵⁵	1602	bad concept	TBL	kill / slaughter (an animal)	sat⁵⁵	sat⁵⁵  | 1602.28	kill v.
2187	Atsi [Zaiwa] TBL	s a t ²¹	Atsi	to kill	verb	1602.30	798	424242	sat²¹	1602	bad concept	TBL	kill / slaughter (an animal)	sat²¹	sat²¹  | 1602.30	kill v.
2189	Bola (Luxi) TBL	s ɛ̱ ʔ ⁵⁵	Bola	to kill	verb	1602.32	798	424244	sɛ̱ʔ⁵⁵	1602	bad concept	TBL	kill / slaughter (an animal)	sɛ̱ʔ⁵⁵	sɛ̱ʔ⁵⁵  | 1602.32	kill v.
2190	Hpun (Northern) EJAH-Hpun	ʃ ì ʔ ◦ ʃ í ʔ	Hpun	to kill	verb	13	800	?		13	bad concept	EJAH-Hpun	kill (cp. Die)	ʃìʔʃíʔ	ʃìʔʃíʔ  | 13	kill (cp. Die)
2191	Leqi (Luxi) TBL	s a̱ː t ⁵⁵	Lashi	to kill	verb	1602.33	798	424245	sa̱ːt⁵⁵	1602	bad concept	TBL	kill / slaughter (an animal)	sa̱ːt⁵⁵	sa̱ːt⁵⁵  | 1602.33	kill v.
2192	Langsu (Luxi) TBL	s ɛ̱ ʔ ⁵⁵	Maru	to kill	verb	1602.31	798	424243	sɛ̱ʔ⁵⁵	1602	bad concept	TBL	kill / slaughter (an animal)	sɛ̱ʔ⁵⁵	sɛ̱ʔ⁵⁵  | 1602.31	kill v.
2194	Achang (Xiandao) TBL	s a t ⁵⁵ ◦ ph u t ⁵⁵	Xiandao	to kill	verb	1602.29	798	424241	sat⁵⁵ phut⁵⁵	1602	bad concept	TBL	kill / slaughter (an animal)	sat⁵⁵phut⁵⁵	sat⁵⁵ phut⁵⁵  | 1602.29	kill v.
5422		tθ ɑ ʔ ⁴	Rangoon	to kill	verb	1602.27	798	424239	tθɑʔ⁴	1602	bad concept	TBL	kill (a person)	tθɑʔ⁴		
5550		p ɔ ²²	Rangoon	to kill	verb	1602.27	7	424271	pɔ²²	1602	bad concept	TBL	kill / slaughter (an animal)	pɔ²²		
5862		tθ ɑ t ⁴	Written_Burmese	to kill	verb	1602.26	798	424238	tθɑt⁴	1602	bad concept	TBL	kill (a person)	tθɑt⁴		
5987		p ɔ ²	Written_Burmese	to kill	verb	1602.26	7	424270	pɔ²	1602	bad concept	TBL	kill / slaughter (an animal)	pɔ²		
#
2197	Achang (Longchuan) TBL	tɕh i ⁵⁵ ◦ ȵ ɔ ʔ ⁵⁵	Achang_Longchuan	the knee	noun	0101.28	269	350211	tɕhi⁵⁵ȵɔʔ⁵⁵	0101		TBL	knee	tɕhi⁵⁵ȵɔʔ⁵⁵	tɕhi⁵⁵ ȵɔʔ⁵⁵  | 0101.28	knee n
2200	Atsi [Zaiwa] TBL	kh j i ⁵¹ ◦ ph u t ⁵⁵	Atsi	the knee	noun	0101.30	269	350213	khji⁵¹phut⁵⁵	0101		TBL	knee	khji⁵¹phut⁵⁵	khji⁵¹ phut⁵⁵  | 0101.30	knee n
2202	Bola (Luxi) TBL	p ɔ̱ t ⁵⁵ ◦ l a u ʔ ⁵⁵	Bola	the knee	noun	0101.32	269	350215	pɔ̱t⁵⁵lauʔ⁵⁵	0101		TBL	knee	pɔ̱t⁵⁵lauʔ⁵⁵	pɔ̱t⁵⁵ lauʔ⁵⁵  | 0101.32	knee n
2205	Leqi (Luxi) TBL	p ɔ̱ t ⁵³ ◦ l u ʔ ³¹	Lashi	the knee	noun	0101.33	269	350216	pɔ̱t⁵³luʔ³¹	0101		TBL	knee	pɔ̱t⁵³luʔ³¹	pɔ̱t⁵³ luʔ³¹  | 0101.33	knee n
2207	Langsu (Luxi) TBL	p a̱ t ⁵⁵ ◦ l a u k ³¹	Maru	the knee	noun	0101.31	269	350214	pa̱t⁵⁵lauk³¹	0101		TBL	knee	pa̱t⁵⁵lauk³¹	pa̱t⁵⁵ lauk³¹  | 0101.31	knee n
2209	Achang (Xiandao) TBL	ph ɔ ʔ ³¹ ◦ tʂh ɯ k ⁵⁵	Xiandao	the knee	noun	0101.29	269	350212	phɔʔ³¹tʂhɯk⁵⁵	0101		TBL	knee	phɔʔ³¹tʂhɯk⁵⁵	phɔʔ³¹ tʂhɯk⁵⁵  | 0101.29	knee n
5489		d u ⁵⁵	Rangoon	the knee	noun	0101.27	8	350210	du⁵⁵	0101		TBL	knee	du⁵⁵		
5927		d u ³	Written_Burmese	the knee	noun	0101.26	8	350209	du³	0101		TBL	knee	du³		
#
2216	Achang (Longchuan) TBL	s ɑ ³⁵	Achang_Longchuan	to know	verb	1798.28	802	433424	sɑ³⁵	1798	bad concept	TBL	know	sɑ³⁵	sɑ³⁵  | 1798.28	know v.
2219	Atsi [Zaiwa] TBL	s e ⁵⁵	Atsi	to know	verb	1798.30	802	433426	se⁵⁵	1798	bad concept	TBL	know	se⁵⁵	se⁵⁵  | 1798.30	know v.
2222	Burmese (Written) ZMYYC	s i ʔ	Burmese	to know	verb	722.39	802	?		722	bad concept	HILL/ZMYYC	know	siʔ	thi¹  | 722.39	know
2223	Hpun (Northern) EJAH-Hpun	ʃ ì ʔ	Hpun	to know	verb	13	802	?		13	bad concept	EJAH-Hpun	know	ʃìʼ	ʃìʼ, ʃì-ŋ, ʃìh  | 13	know
2224	Leqi (Luxi) TBL	s ɛ̱ː ⁵³	Lashi	to know	verb	1798.33	802	433429	sɛ̱ː⁵³	1798	bad concept	TBL	know	sɛ̱ː⁵³	sɛ̱ː⁵³  | 1798.33	know v.
2225	Langsu (Luxi) TBL	s ɛ ⁵⁵	Maru	to know	verb	1798.31	802	433427	sɛ⁵⁵	1798	bad concept	TBL	know	sɛ⁵⁵	sɛ⁵⁵  | 1798.31	know v.
2227	Achang (Xiandao) TBL	s a ³⁵	Xiandao	to know	verb	1798.29	802	433425	sa³⁵	1798	bad concept	TBL	know	sa³⁵	sa³⁵  | 1798.29	know v.
2228	Bola (Luxi) TBL	s ɛ ³⁵	Bola	to know	verb	1798.32	802	433428	sɛ³⁵	1798	bad concept	TBL	know	sɛ³⁵	sɛ³⁵  | 1798.32	know v.
2229	Burmese (Written) ZMYYC	s i ʔ	Old_Burmese	to know	verb	?	802	?		?	bad concept	HILL/ZMYYC	know	siʔ	siʔ | ?	know
5519		tθ i ⁵³	Rangoon	to know	verb	1798.27	802	433423	tθi⁵³	1798	bad concept	TBL	know	tθi⁵³		
5957		tθ i ¹	Written_Burmese	to know	verb	1798.26	802	433422	tθi¹	1798	bad concept	TBL	know	tθi¹		
#
2231	Achang (Longchuan) TBL	n̥ ɔ ŋ ³⁵	Achang_Longchuan	the lake	noun	0031.28	271	346577	n̥ɔŋ³⁵	0031		TBL	lake	n̥ɔŋ³⁵	n̥ɔŋ³⁵  | 0031.28	lake
2232	Atsi [Zaiwa] TBL	n o ŋ ⁵⁵	Atsi	the lake	noun	0031.30	271	346579	noŋ⁵⁵	0031		TBL	lake	noŋ⁵⁵	noŋ⁵⁵  | 0031.30	lake
2234	Bola (Luxi) TBL	n ɔ̱ ŋ ⁵⁵	Bola	the lake	noun	0031.32	271	346581	nɔ̱ŋ⁵⁵	0031		TBL	lake	nɔ̱ŋ⁵⁵	nɔ̱ŋ⁵⁵  | 0031.32	lake
2236	Leqi (Luxi) TBL	n ɔ̱ ŋ ⁵⁵	Lashi	the lake	noun	0031.33	271	346582	nɔ̱ŋ⁵⁵	0031		TBL	lake	nɔ̱ŋ⁵⁵	nɔ̱ŋ⁵⁵  | 0031.33	lake
2237	Langsu (Luxi) TBL	n ɔ̱ ŋ ⁵⁵	Maru	the lake	noun	0031.31	271	346580	nɔ̱ŋ⁵⁵	0031		TBL	lake	nɔ̱ŋ⁵⁵	nɔ̱ŋ⁵⁵  | 0031.31	lake
2238	Burmese (Written) ZMYYC	k a n	Old_Burmese	the lake	noun	?	272	?		?		HILL/ZMYYC	lake	kan	kan | ?	lake
5425		k ɑ̃ ∼ ²²	Rangoon	the lake	noun	0031.27	272	346576	kɑ̃²²	0031		TBL	lake	kɑ̃²²		
5865		k ɑ n ²	Written_Burmese	the lake	noun	0031.26	272	346575	kɑn²	0031		TBL	lake	kɑn²		
#
2254	Bola (Luxi) TBL	ɣ ə i ⁵⁵	Bola	to laugh	verb	1735.32	806	430505	ɣəi⁵⁵	1735		TBL	laugh / smile	ɣəi⁵⁵	ɣəi⁵⁵  | 1735.32	laugh
2258	Leqi (Luxi) TBL	j iː ³¹	Lashi	to laugh	verb	1735.33	806	430506	jiː³¹	1735		TBL	laugh / smile	jiː³¹	jiː³¹  | 1735.33	laugh
2261	Langsu (Luxi) TBL	ɣ ə ³¹	Maru	to laugh	verb	1735.31	806	430504	ɣə³¹	1735		TBL	laugh / smile	ɣə³¹	ɣə³¹  | 1735.31	laugh
2263	Burmese (Written) ZMYYC	r a y	Old_Burmese	to laugh	verb	?	806	?		?		HILL/ZMYYC	laugh	ray	ray | ?	laugh
5483		j i ²²	Rangoon	to laugh	verb	1735.27	806	430500	ji²²	1735		TBL	laugh / smile	ji²²		
